19,uk-2002,13.0,1.0,16.0,8.0,4.0,5.0,3.0,5.0,9.0,11.0,2.98284,0.273393,0.852431,0.608847,0.363583,0.388578,0.298461,0.400592,2.58472,3.11408,1.0,6.323044198160525,1.7893359782478582
20,delaunay_n10,5.0,1.0,6.0,4.0,3.0,3.0,2.0,4.0,7.0,10.0,0.0008286,0.0001464,0.000187,0.000146,0.0002016,0.0001422,0.0001462,0.0001656,0.0004088,0.0008968,0.9999999999999999,4.899161858397922,0.95785593176797
21,delaunay_n11,6.0,1.0,7.0,4.0,3.0,5.0,2.0,4.0,8.0,10.0,0.0012894,0.0004776,0.0002134,0.0001758,0.000192,0.0002184,0.000147,0.0001648,0.0004778,0.0009018,1.0,5.675342465753425,0.9239518287243532
22,delaunay_n12,6.0,1.0,8.0,5.0,3.0,5.0,2.0,4.0,8.0,11.0,0.0017812,0.0001998,0.0002626,0.0005492,0.0002102,0.0002412,0.0001624,0.000179,0.0006,0.0013336,0.9999999999999999,7.334470989761093,1.4298070525615436
23,delaunay_n13,7.0,1.0,9.0,5.0,3.0,5.0,2.0,4.0,9.0,12.0,0.0019852,0.0002958,0.0003308,0.0002838,0.0002446,0.0002848,0.0001916,0.0002218,0.0012056,0.0012048,1.0,3.24326292789512,1.335632873425315
24,delaunay_n14,7.0,1.0,11.0,5.0,3.0,5.0,2.0,4.0,9.0,13.0,0.0019098,0.0005642,0.0005026,0.0008718,0.0003144,0.0003628,0.0002494,0.0002924,0.0013526,0.0018456,1.0,6.99506694855532,1.6477423638778221
25,delaunay_n15,7.0,1.0,10.0,5.0,3.0,5.0,2.0,5.0,10.0,13.0,0.0028364,0.0019708,0.000613,0.0006638,0.000413,0.0004752,0.0003282,0.0009906,0.0021942,0.0031062,1.0,2.1906400550584997,1.0347854356306891
26,delaunay_n16,7.0,1.0,13.0,5.0,3.0,5.0,2.0,5.0,10.0,14.0,0.0060052,0.0017816,0.0014798,0.0010868,0.0005922,0.000701,0.000507,0.0010932,0.0025542,0.0042852,1.0,4.272973787285327,0.913141459017449
27,delaunay_n17,8.0,1.0,10.0,5.0,3.0,5.0,2.0,5.0,11.0,14.0,0.0104176,0.003216,0.0017918,0.0010808,0.0008906,0.001081,0.0007748,0.0011766,0.0045072,0.0064994,1.0,5.525579683474421,1.4013814991132267
28,delaunay_n18,8.0,1.0,13.0,6.0,3.0,5.0,2.0,5.0,11.0,15.0,0.0113056,0.0053076,0.0028124,0.0020984,0.0016934,0.0018788,0.0014562,0.0020606,0.0072172,0.0120666,1.0,9.63878608438194,1.6028556482136815
29,delaunay_n19,9.0,1.0,13.0,6.0,3.0,5.0,2.0,5.0,12.0,15.0,0.0221756,0.0073272,0.0048596,0.0042646,0.00297,0.0033392,0.0024846,0.0038238,0.0257884,0.0292288,1.0,5.387723980175372,0.936933353222946
30,delaunay_n20,9.0,1.0,13.0,6.0,3.0,5.0,2.0,5.0,12.0,16.0,0.0519794,0.014575,0.0119458,0.0111336,0.006133,0.0072944,0.005159,0.0082732,0.0595172,0.075953,1.0,5.1999249636542695,0.7586900591197723
31,delaunay_n21,9.0,1.0,13.0,6.0,3.0,5.0,2.0,5.0,13.0,17.0,0.108178,0.027508,0.0323008,0.0311608,0.014901,0.0184776,0.0127762,0.02105,0.123637,0.158776,1.0,4.668696558166272,0.6843626979842797
32,delaunay_n22,9.0,1.0,13.0,6.0,3.0,5.0,2.0,5.0,13.0,17.0,0.285564,0.0682342,0.0997046,0.052003,0.039081,0.0530914,0.0314924,0.0582138,0.234482,0.312869,1.0,3.4716053503119304,0.6813246334458608
33,delaunay_n23,10.0,1.0,13.0,6.0,3.0,5.0,3.0,3.0,14.0,18.0,0.687307,0.125634,0.228139,0.0990774,0.0863184,0.118657,0.085228,0.0858058,0.628904,0.812118,1.0,5.491298578928138,0.9127270518971198
34,delaunay_n24,10.0,1.0,17.0,6.0,3.0,5.0,3.0,3.0,14.0,18.0,1.06925,0.24407,0.407502,0.172467,0.132299,0.180031,0.131336,0.133432,0.923915,1.08182,1.0,6.937071420929496,0.8463142055711115
35,,,,,,,,,,,,,,,,,,,,,,1.0,6.199736761235482,0.9883806917971567
