,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,1,2,3,4,5,6,7,8,9
0,ca-GrQc,5.0,1.0,5.0,6.0,5.0,2.0,7.0,9.0,9.0,0.000961,0.000247,0.000322,0.000266,0.000261,0.000263,0.000597,0.000705,0.000862,,,,,,,,,
1,ca-HepTh,6.0,1.0,5.0,7.0,5.0,2.0,7.0,9.0,9.0,0.001473,0.000469,0.000383,0.000377,0.000368,0.000291,0.000802,0.001028,0.001263,1.0,3.890688259109312,2.9844720496894412,3.6127819548872178,3.6819923371647514,3.6539923954372626,1.6097152428810722,1.3631205673758866,1.1148491879350348
2,ca-CondMat,6.0,1.0,5.0,5.0,5.0,2.0,7.0,9.0,9.0,0.002252,0.000804,0.000524,0.000378,0.000594,0.000378,0.001579,0.001835,0.00453,1.0,3.1407249466950957,3.845953002610966,3.9071618037135276,4.002717391304348,5.061855670103093,1.8366583541147132,1.4328793774319064,1.166270783847981
3,as-caida,5.0,1.0,3.0,3.0,3.0,2.0,5.0,8.0,8.0,0.001981,0.000646,0.000361,0.000294,0.00053,0.000397,0.001404,0.001784,0.002262,1.0,2.800995024875622,4.297709923664122,5.957671957671958,3.791245791245791,5.957671957671958,1.4262191260291324,1.22724795640327,0.4971302428256071
4,ca-HepPh,5.0,1.0,5.0,5.0,5.0,2.0,7.0,9.0,9.0,0.043669,0.000636,0.000532,0.000377,0.000614,0.000413,0.002024,0.001825,0.002589,1.0,3.06656346749226,5.487534626038782,6.738095238095239,3.737735849056604,4.989924433249371,1.4109686609686611,1.1104260089686098,0.8757736516357206
5,email-Enron,4.0,1.0,3.0,4.0,3.0,2.0,5.0,7.0,7.0,0.003135,0.003999,0.000516,0.000445,0.000807,0.000537,0.00133,0.001566,0.002798,1.0,68.6619496855346,82.0845864661654,115.83289124668435,71.12214983713355,105.7360774818402,21.575592885375492,23.92821917808219,16.86713016608729
6,ca-AstroPh,5.0,1.0,5.0,4.0,4.0,2.0,6.0,9.0,9.0,0.00217,0.000727,0.000715,0.000435,0.000837,0.000545,0.00163,0.001909,0.002992,1.0,0.7839459864966242,6.075581395348839,7.04494382022472,3.8847583643122676,5.837988826815642,2.3571428571428577,2.0019157088122608,1.1204431736954967
7,loc-Brightkite,6.0,1.0,5.0,5.0,5.0,2.0,6.0,8.0,8.0,0.004241,0.003026,0.000925,0.000635,0.001033,0.000675,0.001729,0.001985,0.002828,1.0,2.9848693259972494,3.034965034965035,4.988505747126437,2.592592592592593,3.981651376146789,1.3312883435582823,1.1367207962283916,0.7252673796791445
8,soc-Epinions1,4.0,1.0,3.0,3.0,3.0,2.0,5.0,6.0,6.0,0.004729,0.001968,0.001149,0.000903,0.001242,0.001313,0.002986,0.003101,0.0051,0.9999999999999999,1.401520158625248,4.584864864864865,6.6787401574803145,4.105517909002904,6.282962962962962,2.452862926547137,2.136523929471033,1.4996463932107498
9,com-DBLP,6.0,1.0,5.0,7.0,5.0,2.0,7.0,9.0,9.0,0.011463,0.006746,0.003552,0.002892,0.002991,0.002497,0.008115,0.00855,0.01463,1.0,2.402947154471544,4.115752828546562,5.236987818383167,3.8075684380032206,3.6016755521706014,1.5837240455458808,1.5249919380844887,0.9272549019607842
10,com-Youtube,6.0,1.0,5.0,6.0,5.0,2.0,6.0,8.0,8.0,0.049033,0.019996,0.012856,0.010673,0.011457,0.008878,0.034917,0.047006,0.053064,1.0,1.699229172843166,3.2271959459459456,3.9636929460580914,3.8324974924774318,4.590708850620744,1.4125693160813306,1.3407017543859647,0.7835269993164728
11,amazon0601,5.0,1.0,3.0,4.0,3.0,2.0,6.0,9.0,9.0,0.030775,0.009755,0.00761,0.008532,0.006999,0.007741,0.040145,0.054424,0.060734,1.0,2.452140428085617,3.8140168014934663,4.594115993628783,4.279741642663874,5.522978148231584,1.4042729902339837,1.0431221546185594,0.9240351273933364
12,higgs-twitter,4.0,1.0,3.0,4.0,4.0,2.0,5.0,7.0,7.0,0.096789,0.020659,0.036519,0.035426,0.041406,0.036992,0.118925,0.153441,0.164019,1.0,3.1547924141465917,4.044021024967149,3.6070089076418195,4.397056722388912,3.975584549799768,0.7665960891767344,0.5654674408349258,0.5067178186847564
13,wikipedia-20051105,4.0,1.0,5.0,9.0,5.0,2.0,7.0,9.0,9.0,0.143954,0.036189,0.084277,0.100939,0.05636,0.048693,0.229803,0.279372,0.316933,1.0,4.685076722009778,2.6503737780333525,2.7321458815559194,2.337559773945805,2.6164846453287196,0.8138658818583141,0.6307896846344849,0.5901084630439156
14,soc-LiveJournal1,4.0,1.0,5.0,5.0,4.0,3.0,6.0,8.0,8.0,0.596818,0.150835,0.366946,0.257875,0.222243,0.268714,0.835832,1.00046,1.07959,1.0,3.9778385697311336,1.7081054142885959,1.4261484659051507,2.5541873669268984,2.956359230279506,0.6264235018689922,0.5152771215440345,0.454209564797607
15,com-Orkut,3.0,1.0,3.0,3.0,3.0,2.0,4.0,7.0,7.0,0.623364,0.167244,0.280691,0.198155,0.215976,0.226411,0.995072,1.40463,1.52318,1.0,3.956760698776809,1.6264463981076231,2.3143693650024235,2.6854299123031993,2.221015652329242,0.7140406206031834,0.5965435899486237,0.5528191257792309
16,road_usa,17.0,1.0,5.0,3150.0,10.0,4.0,16.0,23.0,23.0,2.14136,0.150779,0.153342,48.5815,0.265272,0.144027,0.765481,1.04566,1.17131,1.0,3.7272727272727275,2.2208193351407775,3.145840377482274,2.886265140571175,2.753240787770912,0.6264511512734757,0.4437923154140236,0.4092516971073675
17,kmer_A2a,14.0,1.0,5.0,259.0,10.0,4.0,13.0,17.0,17.0,20.2242,1.66981,2.4257,64.5006,3.08882,2.40064,9.18244,10.1309,11.641,1.0,14.201977728994091,13.96460200075648,0.044077683892016516,8.072318224313157,14.867767849083855,2.7974045077539484,2.0478549432894058,1.8281752909135924
18,kmer_V1r,17.0,1.0,5.0,148.0,9.0,4.0,12.0,16.0,16.0,32.7726,2.13986,2.39702,33.1332,3.534,2.09044,9.66138,11.2799,12.6483,1.0,12.111677376467982,8.337469596405162,0.31355057162258954,6.54754890216976,8.424503465742468,2.2024864850736843,1.9962885824556553,1.7373249720814363
19,uk-2002,13.0,1.0,5.0,16.0,8.0,3.0,9.0,11.0,11.0,3.74813,0.353738,0.41049,0.921489,1.08493,0.347176,3.97375,4.99344,5.19742,1.0,15.315301001000064,13.672226347715078,0.9891166564050557,9.273514431239388,15.677369357647192,3.3921241064941032,2.905398097500864,2.591067574298522
20,delaunay_n10,5.0,1.0,3.0,6.0,4.0,2.0,7.0,10.0,10.0,0.000949,0.000161,0.000178,0.000229,0.000179,0.000186,0.000465,0.000572,0.000625,0.9999999999999999,10.595779927516977,9.130867987039878,4.067471234057054,3.4547205810513124,10.796051570385051,0.9432223969801825,0.7506108013713993,0.7211520331241269
21,delaunay_n11,6.0,1.0,5.0,7.0,5.0,2.0,8.0,10.0,10.0,0.001056,0.000188,0.000249,0.000232,0.000203,0.000161,0.000535,0.000628,0.000708,1.0,5.894409937888199,5.331460674157303,4.14410480349345,5.301675977653631,5.102150537634409,2.040860215053763,1.659090909090909,1.5184
22,delaunay_n12,6.0,1.0,5.0,8.0,5.0,2.0,8.0,11.0,11.0,0.001189,0.003348,0.000292,0.000307,0.000245,0.000213,0.000629,0.000785,0.000905,1.0,5.617021276595746,4.240963855421688,4.551724137931035,5.2019704433497544,6.559006211180125,1.9738317757009347,1.6815286624203822,1.4915254237288138
23,delaunay_n13,7.0,1.0,5.0,9.0,5.0,2.0,9.0,12.0,12.0,0.001494,0.000328,0.00031,0.000358,0.002752,0.000194,0.000874,0.001077,0.001476,1.0,0.35513739545997614,4.071917808219178,3.8729641693811074,4.853061224489796,5.582159624413145,1.8903020667726549,1.5146496815286625,1.3138121546961326
24,delaunay_n14,7.0,1.0,5.0,11.0,5.0,2.0,9.0,13.0,13.0,0.001952,0.000649,0.007754,0.000536,0.00049,0.000254,0.001367,0.001576,0.00472,1.0,4.554878048780488,4.819354838709678,4.1731843575419,0.5428779069767442,7.701030927835052,1.7093821510297484,1.3871866295264623,1.0121951219512195
25,delaunay_n15,7.0,1.0,5.0,10.0,5.0,2.0,10.0,13.0,13.0,0.004058,0.001,0.000583,0.000682,0.000684,0.00038,0.002505,0.00261,0.004298,1.0,3.0077041602465333,0.25174103688418886,3.6417910447761193,3.983673469387755,7.685039370078741,1.4279444038039504,1.2385786802030456,0.4135593220338983
26,delaunay_n16,7.0,1.0,5.0,13.0,5.0,2.0,10.0,14.0,14.0,0.004752,0.001765,0.000917,0.001309,0.002794,0.000568,0.003039,0.003374,0.004856,1.0,4.058,6.960548885077188,5.9501466275659824,5.932748538011696,10.678947368421051,1.6199600798403195,1.5547892720306513,0.9441600744532341
27,delaunay_n17,8.0,1.0,5.0,10.0,5.0,2.0,11.0,14.0,14.0,0.009061,0.002979,0.001506,0.001736,0.00295,0.000961,0.005836,0.005766,0.00987,1.0,2.692351274787535,5.1821155943293356,3.630252100840336,1.7007874015748032,8.366197183098592,1.5636722606120435,1.4084173088322467,0.9785831960461285
28,delaunay_n18,8.0,1.0,5.0,13.0,5.0,2.0,11.0,15.0,15.0,0.014186,0.005622,0.002662,0.004808,0.00269,0.003456,0.011428,0.011911,0.016322,1.0,3.041624706277274,6.016600265604249,5.219470046082949,3.0715254237288137,9.428720083246617,1.552604523646333,1.5714533472077696,0.9180344478216819
