ca-GrQc,1.25,0.25,1,1,0.75,0.5,0.8,1.25,2,6.659602434,1.012530556,3.520168407,1.200877001,3.084774266,2.859534529,1.763246684,4.144691317,3.895060131
ca-HepTh,1.25,0.25,1,1.166666667,1,0.75,0.8,1.25,2,5.690154626,1.023759029,3.574766489,1.364312097,4.211991707,3.992713164,1.706299349,4.005012387,4.011048333
ca-CondMat,1,0.2,0.8,1,0.6,0.4,0.8,1,1.6,7.196532707,1.146014911,4.516339565,1.806771193,3.700188319,3.076334481,2.598014082,4.74119859,5.0907528
as-caida,1.666666667,0.333333333,0.666666667,1,1,0.666666667,1,1.333333333,2.333333333,13.03216022,2.529898766,4.216298872,2.084966154,7.988818443,6.968024026,2.132021312,7.17087889,7.03473257
ca-HepPh,1.25,0.25,1,0.8,0.75,0.5,0.8,1.25,2,19.58023976,4.052709314,13.08044856,3.314476976,11.28863617,9.744046392,6.262276983,13.75847399,14.02230724
email-Enron,1.333333333,0.333333333,0.666666667,0.8,1,0.666666667,1.333333333,1.333333333,2,10.47869655,2.638587193,4.263230179,2.055161368,8.507517528,7.319617616,5.251286012,7.584557597,6.704461274
ca-AstroPh,1.25,0.25,1,0.8,0.75,0.5,0.8,1.25,2,21.87898033,4.269367396,15.10258952,3.769195665,13.08927337,11.04956348,6.956365419,15.84791679,16.04511925
loc-Brightkite,1,0.25,1,1,0.75,0.5,1,1,1.75,6.173037982,1.546908392,5.24558452,1.912357172,4.708891624,4.486527984,3.088744162,4.434698943,4.202735911
soc-Epinions1,1.333333333,0.333333333,0.666666667,1,1,0.666666667,1.333333333,1.333333333,1.25,16.02474176,4.426215595,6.531689926,3.646877265,12.6977283,11.08630154,8.067282369,11.04400711,5.806860887
com-DBLP,1,0.25,0.8,1.166666667,1,0.6,1,1.25,1.6,5.317352965,1.066438643,2.36249571,0.977616036,4.336154746,3.192501809,2.502753003,3.911219333,3.110327282
com-Youtube,1.25,0.25,1,1.4,0.75,0.5,1.25,1.25,1.75,6.24984802,1.259235769,3.930547785,1.872850559,3.519258773,3.293351883,3.421643057,4.401617822,3.755681638
amazon0601,1.666666667,0.333333333,0.666666667,0.75,1,0.666666667,1,1.666666667,2.666666667,21.82318183,3.327087741,6.16365953,1.46074193,12.38482389,10.74835937,4.805466251,13.15665553,14.32202156
higgs-twitter,1.333333333,0.333333333,0.666666667,1,1,0.666666667,1,1.333333333,2,76.29139043,19.30526647,33.36910449,17.29094241,68.52448869,55.63366879,16.99377966,56.05557024,44.84959781
wikipedia-20051105,1.25,0.25,1,1.8,0.75,0.5,1.25,1,2,27.83675254,5.331361134,18.29366061,10.75293474,15.65157487,13.53368362,16.44082776,14.89451562,17.99096871
soc-LiveJournal1,1,0.25,1,1,0.75,0.75,0.75,1,1.75,26.60448203,5.72813345,18.38549158,7.339132722,19.86140498,14.590676,16.39405048,19.35862975,20.15867451
com-Orkut,1.333333333,0.333333333,0.666666667,1,0.666666667,0.666666667,0.666666667,1,2,65.43089027,23.29765018,20.68566557,9.717626339,28.91939792,17.77657574,21.58176088,31.44818266,95.47844094
delaunay_n10,1.666666667,0.333333333,1,2,1,0.666666667,1.333333333,1.666666667,3,5.935057526,1.194817197,2.283717992,1.313131653,3.462864376,3.106925881,2.073698972,4.133309421,5.12772462
delaunay_n11,2,0.333333333,1.333333333,2.666666667,1,0.666666667,1.666666667,2,3,7.092563546,1.453764933,4.137902224,2.237249418,3.410210826,2.775520688,3.935421554,5.276479474,5.294389341
delaunay_n12,2.333333333,0.333333333,1.333333333,2.25,1,0.666666667,1,2.333333333,3.333333333,9.349322413,1.643720063,4.4343321,2.025640071,3.440698454,2.937707225,1.962506496,6.599960435,6.477165864
delaunay_n13,2.333333333,0.333333333,1.333333333,3.666666667,1,0.666666667,1.666666667,2.333333333,3.666666667,10.07157482,2.057775083,4.593886731,3.083641248,3.468681487,3.048322455,4.184213542,6.812578439,7.311709203
delaunay_n14,2,0.25,1,3.25,0.75,0.5,1.25,2,3,8.840597226,1.204929177,3.482584615,2.704217637,2.555546357,2.34275657,3.280529429,5.818334825,5.851490376
