ca-GrQc.txt.pr 6 6 4 6 6 4 4 4 0.00178 0.000688 0.000197 0.000315 0.000177 0.000188 0.000338 0.000339
ca-HepTh.txt.pr 6 6 4 6 8 5 4 4 0.000936 0.000833 0.000243 0.000437 0.000252 0.000269 0.000492 0.000487
as-caida20071105.txt.pr 6 6 4 5 5 4 4 4 0.001397 0.001365 0.000308 0.000627 0.000209 0.0003 0.000686 0.000647
facebook_combined.txt.pr 6 6 4 6 5 4 4 4 0.000837 0.000672 0.000495 0.000926 0.000648 0.000412 0.000895 0.000879
ca-CondMat.txt.pr 6 6 4 6 6 5 4 4 0.001666 0.001579 0.000429 0.000834 0.000391 0.000446 0.00113 0.001124
ca-HepPh.txt.pr 6 6 4 6 6 4 4 4 0.001247 0.001106 0.000419 0.000748 0.000386 0.00039 0.001068 0.001075
ca-AstroPh.txt.pr 6 6 4 6 5 4 4 4 0.00171 0.001562 0.000508 0.001011 0.000384 0.000438 0.001306 0.001284
email-Enron.gr.pr 6 6 4 6 7 4 4 4 0.002218 0.00211 0.000667 0.001228 0.000523 0.000515 0.001738 0.001516
loc-brightkite_edges.txt.pr 6 6 4 6 8 5 4 4 0.003194 0.003071 0.000756 0.001489 0.00066 0.000731 0.001765 0.001789
soc-Epinions1.txt.pr 6 6 4 6 7 4 4 4 0.004415 0.004292 0.001104 0.00203 0.000767 0.000869 0.002351 0.002226
amazon0601.txt.pr 6 6 4 6 5 4 3 3 0.031187 0.030818 0.007045 0.012442 0.003697 0.006747 0.009232 0.00916
com-youtube.ungraph.txt.pr 6 6 4 6 7 4 4 4 0.044567 0.043019 0.013932 0.02055 0.013964 0.014518 0.02182 0.021709
soc-LiveJournal1.txt 5 5 4 5 6 4 4 4 0.971096 0.947257 0.32732 0.528024 0.268609 0.3413 0.472782 0.46988
kmer_V1r.mtx.pr 12 12 4 12 163 6 4 4 24.0367 23.4263 2.42988 9.04117 42.7438 3.22525 3.69617 3.78661
kmer_A2a.mtx.pr 13 13 4 13 288 7 4 4 25.0697 19.9004 2.23325 8.11963 59.2314 3.09168 3.74442 3.77832
uk-2002.mtx.pr 8 8 4 8 19 5 4 4 5.26613 5.10017 0.936951 2.37072 2.52509 1.2586 1.2424 1.28332
uk-2005.mtx.pr 8 8 4 8 13 5 4 4 13.2387 13.244 2.43034 5.93094 4.93753 3.29652 3.52821 3.52923
delaunay_n10.mtx.pr 7 7 4 7 7 4 4 4 0.000473 0.00047 0.000162 0.000252 0.000126 0.000148 0.000262 0.000266
delaunay_n11.mtx.pr 8 8 4 8 8 4 4 4 0.000635 0.000569 0.000143 0.000242 0.00016 0.000134 0.000278 0.000275
delaunay_n12.mtx.pr 8 8 4 8 10 4 4 4 0.000698 0.000712 0.000174 0.000341 0.000253 0.000166 0.000324 0.000334
delaunay_n13.mtx.pr 8 9 4 8 13 4 4 4 0.001181 0.001112 0.00022 0.000486 0.000409 0.00019 0.000437 0.000501
delaunay_n14.mtx.pr 9 9 4 9 17 4 4 4 0.001729 0.001674 0.000295 0.000827 0.000687 0.000272 0.000727 0.000908
delaunay_n15.mtx.pr 10 10 4 10 19 4 4 4 0.002946 0.002967 0.000443 0.001552 0.001201 0.000394 0.001111 0.001029
delaunay_n16.mtx.pr 10 10 4 10 23 4 4 4 0.005402 0.005408 0.000776 0.002814 0.002133 0.000656 0.00189 0.001836
delaunay_n17.mtx.pr 10 10 4 10 31 4 4 4 0.008935 0.009414 0.001305 0.004891 0.004726 0.001178 0.003751 0.003658
delaunay_n18.mtx.pr 11 11 4 11 44 4 4 4 0.012527 0.013079 0.002553 0.009073 0.012246 0.002191 0.006471 0.006335
delaunay_n19.mtx.pr 12 12 4 12 59 4 4 4 0.042619 0.039559 0.004574 0.01789 0.029754 0.004519 0.013146 0.013105
delaunay_n20.mtx.pr 12 12 4 12 79 4 4 4 0.076141 0.074494 0.011126 0.045017 0.084157 0.0112 0.026412 0.026064
delaunay_n21.mtx.pr 12 12 4 12 98 4 4 4 0.186954 0.181108 0.023921 0.130114 0.358384 0.023689 0.045833 0.041815
delaunay_n22.mtx.pr 13 13 4 13 135 5 4 4 0.559284 0.563035 0.055933 0.283178 1.23279 0.076821 0.097024 0.097637
delaunay_n23.mtx.pr 13 13 4 13 189 4 4 4 1.16321 1.20657 0.119418 0.55803 3.7241 0.123705 0.231423 0.231282
delaunay_n24.mtx.pr 14 14 4 14 260 4 4 4 2.50224 2.54093 0.248666 1.37876 11.114 0.272417 0.479909 0.480714
