,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8
0,ca-GrQc.txt.gr,3,5,1,3,3,3,3,5,0.001468,0.000688,0.000254,0.000184,0.000286,0.000295,0.000179,0.000392,0.4686648501362398,1.0,2.7086614173228347,3.739130434782609,2.405594405594406,2.3322033898305086,3.843575418994414,1.7551020408163267
1,ca-HepTh.txt.gr,3,5,1,4,3,3,3,4,0.00027,0.00079,0.000351,0.00019,0.000289,0.000351,0.000187,0.000393,2.9259259259259256,0.9999999999999999,2.2507122507122506,4.157894736842105,2.7335640138408306,2.2507122507122506,4.224598930481283,2.010178117048346
2,facebook_combined.txt,5,4,1,5,3,3,4,3,0.00036,0.00055,0.000205,0.000405,0.000397,0.000362,0.000363,0.000234,1.527777777777778,1.0,2.682926829268293,1.3580246913580247,1.385390428211587,1.5193370165745856,1.5151515151515151,2.3504273504273505
3,wiki,3,4,1,3,3,3,3,4,0.000321,0.000737,0.000321,0.000236,0.000422,0.00042,0.000208,0.000454,2.29595015576324,0.9999999999999999,2.29595015576324,3.1228813559322037,1.7464454976303316,1.7547619047619047,3.543269230769231,1.6233480176211457
4,as-caida20071105.txt.gr,3,4,1,3,3,3,3,4,0.000361,0.001222,0.000517,0.000224,0.000368,0.000377,0.000246,0.000669,3.3850415512465375,0.9999999999999999,2.3636363636363638,5.455357142857143,3.3206521739130435,3.241379310344828,4.967479674796747,1.8266068759342302
5,ca-CondMat.txt.gr,3,5,1,3,3,2,3,4,0.000531,0.001688,0.000597,0.000266,0.00044,0.000356,0.000279,0.000771,3.1789077212806025,1.0,2.8274706867671693,6.345864661654135,3.836363636363636,4.741573033707866,6.050179211469534,2.1893644617380024
6,ca-HepPh.txt.gr,3,5,1,3,3,3,3,4,0.000447,0.001248,0.000574,0.000334,0.000529,0.00053,0.000334,0.000684,2.7919463087248317,1.0,2.174216027874565,3.7365269461077846,2.3591682419659734,2.3547169811320754,3.7365269461077846,1.8245614035087718
7,email-Enron.gr,3,4,1,3,2,2,3,4,0.000542,0.001899,0.000612,0.000358,0.000462,0.000525,0.000345,0.001023,3.503690036900369,1.0,3.1029411764705883,5.304469273743018,4.1103896103896105,3.6171428571428574,5.504347826086957,1.8563049853372435
8,ca-AstroPh.txt.gr,3,4,1,3,2,2,3,4,0.00054,0.00143,0.000539,0.000332,0.000432,0.000441,0.000323,0.000934,2.648148148148148,1.0,2.653061224489796,4.307228915662651,3.310185185185185,3.2426303854875287,4.427244582043343,1.5310492505353317
9,loc-brightkite_edges.txt,4,4,1,3,3,3,3,4,0.000817,0.003002,0.000941,0.000472,0.000836,0.0009,0.000483,0.001497,3.6744186046511627,1.0,3.1902231668437833,6.360169491525424,3.5909090909090904,3.335555555555555,6.215320910973086,2.0053440213760854
10,soc-Epinions1.txt.gr,3,4,1,3,3,3,3,4,0.000933,0.004016,0.00143,0.000662,0.001098,0.001176,0.000671,0.001899,4.304394426580922,1.0,2.808391608391608,6.066465256797582,3.657559198542805,3.4149659863945576,5.985096870342771,2.1147972617166926
11,com-dblp.ungraph.txt.gr,5,5,1,5,3,3,4,5,0.003322,0.011736,0.008364,0.001941,0.002808,0.002779,0.002444,0.00554,3.5328115593016256,1.0,1.4031563845050214,6.0463678516228745,4.17948717948718,4.223101835192516,4.801963993453355,2.1184115523465703
12,com-youtube.ungraph.txt.gr,5,5,1,6,3,3,4,5,0.015496,0.043499,0.026254,0.012077,0.011482,0.012513,0.011142,0.018057,2.807111512648426,1.0,1.6568522891749828,3.601805084044051,3.7884514892875814,3.4763046431711024,3.9040567223119726,2.4089826660021045
13,amazon0601.txt.pr,4,5,1,4,3,3,4,5,0.005144,0.038586,0.008525,0.003948,0.007153,0.007035,0.005663,0.013148,7.501166407465008,1.0,4.526217008797655,9.77355623100304,5.394379980427793,5.4848614072494675,6.81370298428395,2.934742926680864
14,soc-LiveJournal1.txt,4,4,1,5,3,3,3,4,0.404477,0.922172,0.205057,0.262003,0.331981,0.330861,0.348583,0.485192,2.2799120839998324,1.0,4.497149573045543,3.519700156105083,2.7777854756748126,2.7871885776806575,2.645487588321863,1.9006331514122243
15,higgs-social_network.edgelist,4,4,1,4,3,3,4,4,0.047183,0.140738,0.030923,0.047539,0.067425,0.066843,0.060371,0.072472,2.982811605874997,1.0,4.551240177214371,2.9604745577315468,2.08732665925102,2.1055009499872837,2.331218631462126,1.941963792913125
16,com-orkut.ungraph.txt.gr,2,4,1,3,3,3,2,3,0.354064,1.20505,0.27424,0.333278,0.623708,0.610181,0.357425,0.474404,3.4034807266482896,1.0,4.394143815635939,3.6157502145356126,1.9320739833383567,1.9749058066377025,3.371476533538505,2.540134568848492
17,road_usa.mtx,4,14,1,2366,5,4,3,14,0.139235,1.74517,0.180935,23.7272,0.146267,0.142663,0.118115,0.443687,12.533989298667722,1.0,9.645286981512697,0.07355145149870192,11.931399427075144,12.232814394762482,14.775176734538375,3.93333588768659
18,kmer_A2a.mtx,6,11,1,255,6,3,3,11,3.8551,23.5977,2.18181,63.1109,2.95988,2.02803,1.86258,7.47962,6.121164172135612,1.0,10.81565305869897,0.37390846906001973,7.972519156182007,11.635774618718656,12.6693618529137,3.154933004617882
19,kmer_V1r.mtx,4,10,1,168,6,3,3,10,1.83959,19.9706,2.75188,24.5318,2.44909,1.91258,1.62671,6.31179,10.856005957849304,1.0,7.257075163161185,0.8140699011079497,8.154294043910188,10.441707013562834,12.276681153985653,3.16401527934231
20,uk-2002.mtx,4,7,1,16,4,3,5,7,0.442511,2.39143,0.366092,1.00489,0.475667,0.395335,0.509342,0.81787,5.404227239548848,1.0,6.532319744763612,2.379792813143727,5.027529763468981,6.049122895771941,4.6951360775274775,2.923973247582134
21,delaunay_n10.mtx,5,5,1,6,3,3,4,5,0.000169,0.000418,0.000108,0.00012,0.00013,0.000133,0.000116,0.000149,2.473372781065089,1.0,3.8703703703703707,3.483333333333334,3.215384615384616,3.142857142857143,3.603448275862069,2.8053691275167787
22,delaunay_n11.mtx,5,6,1,6,3,3,4,6,0.00016,0.000498,0.000132,0.000127,0.000134,0.000135,0.000121,0.00017,3.1124999999999994,1.0,3.772727272727272,3.921259842519685,3.716417910447761,3.688888888888888,4.115702479338842,2.929411764705882
23,delaunay_n12.mtx,5,7,1,11,3,3,5,7,0.000245,0.000761,0.000167,0.000221,0.000156,0.000156,0.000188,0.00026,3.1061224489795918,1.0,4.55688622754491,3.4434389140271486,4.878205128205128,4.878205128205128,4.047872340425532,2.926923076923077
24,delaunay_n13.mtx,7,8,1,10,3,3,5,8,0.000378,0.001077,0.000203,0.000249,0.000219,0.000167,0.000207,0.000405,2.8492063492063493,1.0,5.305418719211823,4.325301204819278,4.917808219178082,6.449101796407186,5.202898550724639,2.6592592592592594
25,delaunay_n14.mtx,5,8,1,9,3,3,5,8,0.000391,0.001503,0.000296,0.000319,0.000235,0.000241,0.000291,0.000589,3.843989769820972,1.0,5.077702702702703,4.7115987460815045,6.395744680851064,6.236514522821577,5.164948453608247,2.551782682512733
26,delaunay_n15.mtx,7,8,1,10,3,3,4,8,0.000762,0.002485,0.000429,0.000508,0.000314,0.000321,0.000348,0.000983,3.2611548556430443,1.0,5.792540792540791,4.891732283464567,7.914012738853502,7.741433021806852,7.140804597701149,2.527975584944049
27,delaunay_n16.mtx,5,8,1,10,3,3,4,8,0.000887,0.004367,0.000829,0.00083,0.000625,0.000576,0.000612,0.001746,4.923337091319054,1.0,5.267792521109771,5.26144578313253,6.9872000000000005,7.581597222222222,7.13562091503268,2.5011454753722795
28,delaunay_n17.mtx,5,9,1,10,3,3,4,9,0.001543,0.008184,0.001191,0.001489,0.00087,0.000953,0.000998,0.003452,5.303953337653921,1.0,6.871536523929471,5.496306245802552,9.406896551724138,8.587618048268627,8.200400801603207,2.3707995365005794
29,delaunay_n18.mtx,5,9,1,12,3,3,4,9,0.002707,0.010719,0.002289,0.002855,0.001784,0.001937,0.002,0.004297,3.9597340229035827,1.0,4.682830930537353,3.7544658493870404,6.008408071748878,5.533815178110481,5.3595,2.4945310681871073
