ca-GrQc.txt.pr 6 6 3 6 7 4 5 3 0.001697 0.000739 0.000183 0.000336 0.000191 0.000127 0.000638 0.000205
ca-HepTh.txt.pr 6 6 3 6 8 4 5 3 0.000991 0.000872 0.00017 0.000438 0.000267 0.000178 0.000874 0.000343
as-caida20071105.txt.pr 6 6 3 5 5 4 4 3 0.001441 0.001335 0.000224 0.000624 0.000207 0.000245 0.001618 0.00037
facebook_combined.txt.pr 6 6 3 6 5 4 4 3 0.000789 0.000664 0.00034 0.000957 0.000849 0.000551 0.000609 0.0005
ca-CondMat.txt.pr 6 6 3 6 6 4 5 3 0.001657 0.001544 0.000313 0.00083 0.000373 0.000296 0.001798 0.000625
ca-HepPh.txt.pr 6 6 3 6 6 4 4 3 0.001325 0.00115 0.000357 0.000811 0.000534 0.000426 0.001445 0.000635
ca-AstroPh.txt.pr 6 6 3 6 5 4 4 3 0.001744 0.001557 0.000417 0.000978 0.000366 0.000362 0.00157 0.000583
email-Enron.gr.pr 6 6 3 6 7 4 4 3 0.002244 0.002128 0.000403 0.00122 0.00076 0.000483 0.001735 0.000709
loc-brightkite_edges.txt.pr 6 6 3 6 8 4 4 3 0.003051 0.002994 0.000598 0.001439 0.000649 0.000431 0.002089 0.000794
soc-Epinions1.txt.pr 6 6 3 6 7 4 4 3 0.004363 0.004423 0.000825 0.002006 0.000762 0.000605 0.002112 0.001038
amazon0601.txt.pr 6 6 2 6 5 4 4 3 0.033707 0.032911 0.004065 0.014224 0.005194 0.003853 0.009798 0.005924
com-youtube.ungraph.txt.pr 6 6 2 6 6 5 5 3 0.047087 0.044271 0.006021 0.020711 0.010896 0.009051 0.053295 0.01128
soc-LiveJournal1.txt 5 5 2 5 6 4 4 2 0.96123 0.936652 0.125688 0.513593 0.261178 0.176381 0.359127 0.162009
kmer_V1r.mtx.pr  
