,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,1,2,3
0,ca-GrQc,5.0,1.0,5.0,6.0,3.0,2.0,4.0,7.0,9.0,0.004937,0.001905,0.000319,0.000264,0.000279,0.000213,0.000264,0.000794,0.00084,,,
1,ca-HepTh,6.0,1.0,5.0,7.0,3.0,2.0,4.0,7.0,9.0,0.001452,0.000487,0.000366,0.000355,0.000323,0.000273,0.000311,0.001157,0.001354,1.0,6.217884130982369,5.877380952380952
2,ca-CondMat,6.0,1.0,5.0,5.0,3.0,2.0,4.0,7.0,9.0,0.0031,0.002724,0.000529,0.000416,0.000474,0.000398,0.000416,0.002445,0.00259,0.9999999999999999,1.2549697493517717,1.0723781388478582
3,as-caida,5.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,8.0,0.005709,0.002203,0.000374,0.000297,0.000499,0.00041,0.000323,0.001779,0.002233,0.9999999999999999,1.2678936605316973,1.196911196911197
4,ca-HepPh,5.0,1.0,5.0,5.0,3.0,2.0,4.0,7.0,9.0,0.00164,0.000668,0.000584,0.000405,0.000554,0.00047,0.000456,0.002713,0.00275,1.0,3.209106239460371,2.5566502463054186
5,email-Enron,4.0,1.0,3.0,4.0,3.0,2.0,4.0,5.0,7.0,0.002321,0.000813,0.000529,0.000433,0.000645,0.000554,0.000532,0.001908,0.002999,1.0,0.6044968669369701,0.5963636363636364
6,ca-AstroPh,5.0,1.0,5.0,4.0,3.0,2.0,4.0,7.0,9.0,0.006515,0.000768,0.000781,0.000431,0.000648,0.000528,0.000534,0.002564,0.002776,1.0,1.2164570230607967,0.7739246415471824
7,loc-Brightkite,6.0,1.0,5.0,5.0,3.0,2.0,4.0,7.0,8.0,0.004071,0.001428,0.000925,0.000642,0.000803,0.000674,0.00074,0.002873,0.002951,1.0,2.5409516380655224,2.3469020172910664
8,soc-Epinions1,4.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,6.0,0.004484,0.002,0.001156,0.000915,0.003485,0.001211,0.00086,0.006198,0.004577,1.0,1.4169857292029238,1.3795323619112165
9,com-DBLP,6.0,1.0,5.0,6.0,3.0,2.0,5.0,7.0,9.0,0.013915,0.006915,0.003285,0.002731,0.00468,0.002313,0.003436,0.014006,0.016497,1.0,0.723459180380768,0.9796810137644745
10,com-Youtube,6.0,1.0,5.0,6.0,3.0,2.0,4.0,6.0,8.0,0.047254,0.020124,0.01471,0.014217,0.01222,0.009369,0.010833,0.038643,0.051006,1.0,0.9935027845209196,0.8434866945505243
11,amazon0601,5.0,1.0,3.0,4.0,3.0,2.0,4.0,6.0,9.0,0.037388,0.010263,0.008008,0.009295,0.010072,0.009766,0.009166,0.042277,0.054403,0.9999999999999999,1.2228346660455969,0.9264400266635296
12,higgs-twitter,4.0,1.0,3.0,4.0,3.0,2.0,4.0,5.0,7.0,0.093178,0.020305,0.036502,0.035508,0.045002,0.036886,0.044122,0.132832,0.166474,1.0,0.8843579251129455,0.6872415124165946
13,wikipedia-20051105,4.0,1.0,5.0,9.0,3.0,2.0,5.0,7.0,9.0,0.147471,0.038471,0.084703,0.100546,0.066086,0.049254,0.084633,0.268022,0.32885,1.0,0.7014725367381354,0.559715030575345
14,road_usa,17.0,1.0,7.0,3153.0,5.0,4.0,4.0,16.0,23.0,2.07107,0.148756,0.216869,44.6288,0.148919,0.131442,0.134068,1.05362,1.23345,1.0,0.5502197580795607,0.4484445795955603
15,soc-LiveJournal1,4.0,1.0,5.0,5.0,3.0,3.0,3.0,6.0,8.0,0.634978,0.151895,0.367377,0.256232,0.28084,0.274327,0.2773,1.07383,1.18904,1.0,1.9656707351796665,1.679087113381167
16,com-Orkut,3.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,7.0,0.591009,0.165715,0.285839,0.201903,0.237458,0.231103,0.201767,0.900648,1.17068,1.0,0.5913207863442073,0.5340257686873444
17,kmer_A2a,14.0,1.0,5.0,255.0,6.0,4.0,3.0,13.0,17.0,18.82,1.64422,2.12989,55.5157,2.41868,1.95178,1.48899,10.0053,10.6596,1.0,0.6562041996429238,0.5048424847097414
18,kmer_V1r,17.0,1.0,5.0,147.0,5.0,4.0,3.0,12.0,16.0,23.024,2.03484,1.98872,25.5356,2.13766,2.01513,1.62828,11.52,12.9241,1.0,1.8810030683737617,1.765544673346092
19,uk-2002,13.0,1.0,5.0,16.0,4.0,3.0,5.0,8.0,11.0,3.21985,0.321419,0.48586,0.928857,0.464569,0.379476,0.47859,4.25328,5.51205,1.0,1.9986111111111111,1.7814780139429438
20,delaunay_n10,5.0,1.0,3.0,6.0,3.0,2.0,4.0,7.0,10.0,0.000947,0.000159,0.000175,0.000221,0.00021,0.000176,0.000171,0.000536,0.000647,1.0,0.7570275175864274,0.584147458749467
21,delaunay_n11,6.0,1.0,3.0,6.0,3.0,2.0,4.0,8.0,10.0,0.001163,0.000201,0.000165,0.000209,0.00022,0.000165,0.000199,0.000779,0.000728,1.0,1.7667910447761195,1.4636785162287482
22,delaunay_n12,6.0,1.0,5.0,8.0,3.0,2.0,4.0,8.0,11.0,0.001243,0.000279,0.000269,0.00029,0.00024,0.000175,0.000213,0.001019,0.000992,1.0,1.4929396662387677,1.5975274725274724
23,delaunay_n13,7.0,1.0,5.0,9.0,3.0,2.0,4.0,9.0,12.0,0.001654,0.000332,0.000316,0.000394,0.00025,0.000201,0.000267,0.003312,0.001352,1.0,1.2198233562315997,1.253024193548387
24,delaunay_n14,7.0,1.0,5.0,11.0,3.0,2.0,5.0,10.0,13.0,0.001969,0.00056,0.00039,0.000574,0.000342,0.000286,0.000452,0.00311,0.002125,0.9999999999999999,0.49939613526570054,1.223372781065089
25,delaunay_n15,7.0,1.0,5.0,9.0,3.0,2.0,4.0,10.0,13.0,0.002913,0.001025,0.000598,0.000639,0.000455,0.000379,0.000471,0.005083,0.003259,1.0,0.6331189710610933,0.9265882352941175
26,delaunay_n16,7.0,1.0,5.0,13.0,3.0,2.0,5.0,10.0,14.0,0.004872,0.001905,0.000937,0.001334,0.00072,0.000603,0.000956,0.007469,0.005361,1.0,0.573086759787527,0.8938324639459956
27,delaunay_n17,8.0,1.0,5.0,10.0,3.0,2.0,5.0,11.0,14.0,0.012219,0.004207,0.003322,0.002979,0.001231,0.001028,0.001687,0.017543,0.008638,1.0,0.6522961574507966,0.9087856743144935
28,delaunay_n18,8.0,1.0,5.0,13.0,3.0,2.0,5.0,11.0,15.0,0.012966,0.005922,0.002772,0.0039,0.004222,0.001959,0.002861,0.021783,0.015777,1.0,0.6965171293393377,1.4145635563787915
29,delaunay_n19,9.0,1.0,5.0,12.0,3.0,2.0,5.0,12.0,15.0,0.024178,0.009786,0.004336,0.006222,0.005092,0.0029,0.00467,0.056757,0.031423,1.0,0.5952348161410275,0.8218292451036319
30,delaunay_n20,9.0,1.0,5.0,13.0,3.0,2.0,5.0,12.0,16.0,0.055867,0.016385,0.00759,0.01392,0.00641,0.005346,0.008041,0.131843,0.091773,1.0,0.42599150765544336,0.7694364000891067
31,delaunay_n21,9.0,1.0,5.0,13.0,3.0,2.0,5.0,13.0,17.0,0.117114,0.028609,0.019689,0.03464,0.014864,0.012596,0.020399,0.256727,0.165854,0.9999999999999999,0.4237388408940938,0.6087520294640036
32,delaunay_n22,9.0,1.0,5.0,13.0,3.0,2.0,5.0,13.0,17.0,0.35605,0.068247,0.067042,0.121231,0.048763,0.041309,0.071015,0.438822,0.410163,1.0,0.4561810795124782,0.7061270756207266
33,delaunay_n23,10.0,1.0,5.0,13.0,3.0,3.0,3.0,14.0,18.0,0.598602,0.128865,0.093286,0.167274,0.069587,0.072119,0.073202,1.03012,0.79438,1.0,0.811376822492947,0.86806952357965
34,delaunay_n24,10.0,1.0,5.0,17.0,3.0,3.0,3.0,14.0,18.0,1.23907,0.263307,0.244266,0.594049,0.181572,0.18073,0.184224,2.04179,1.30164,1.0,0.5810992894031763,0.7535461617865504
35,,,,,,,,,,,,,,,,,,,,1.0,0.6068547695894287,0.9519298730831873
