,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,1,2,3,4,5,6,7,8,9
17,kmer_A2a,14.0,1.0,5.0,245.0,10.0,4.0,13.0,17.0,17.0,22.977,2.64982,3.64056,91.7337,3.82483,2.77442,9.86799,10.658,12.3143,1.0,10.051766735950428,10.673159672419379,0.048183099915405585,8.081098596976755,14.465716829919858,2.917287927247066,1.707519097530645,1.5959858029431908
18,kmer_V1r,17.0,1.0,5.0,150.0,10.0,3.0,12.0,16.0,16.0,32.2041,3.04266,3.48974,45.0507,3.85884,1.94915,9.38128,9.87034,15.3103,1.0,8.67115502185054,6.311391654031248,0.2504750162699204,6.007325815787891,8.281730956380072,2.328437706159005,2.155845374366673,1.8658795059402484
19,uk-2002,13.0,1.0,5.0,16.0,8.0,3.0,9.0,11.0,11.0,5.06094,0.536688,0.741519,1.66925,1.15945,0.594038,5.23026,6.13925,6.44314,1.0,10.584192778687068,9.22822330603426,0.7148412788258561,8.345539073918587,16.522125028858735,3.43280447870653,3.2627143543180877,2.10342710462891
20,delaunay_n10,5.0,1.0,3.0,5.0,4.0,2.0,7.0,10.0,10.0,0.000484,0.000129,9.2e-05,0.000108,9.5e-05,0.000116,0.00027,0.000315,0.000396,1.0,9.429948126285662,6.82509821056507,3.0318646098547255,4.364948898184484,8.51955598800077,0.9676268483784746,0.8243580241886225,0.7854772672951389
21,delaunay_n11,6.0,1.0,5.0,6.0,4.0,2.0,8.0,10.0,10.0,0.000584,0.000185,0.000149,0.00013,0.000128,0.000101,0.000341,0.000407,0.000487,1.0,3.7519379844961245,5.260869565217392,4.481481481481482,5.094736842105263,4.1724137931034475,1.7925925925925925,1.5365079365079364,1.2222222222222223
22,delaunay_n12,6.0,1.0,5.0,7.0,5.0,2.0,8.0,11.0,11.0,0.000712,0.000295,0.000193,0.000175,0.0002,0.000141,0.000481,0.00058,0.000769,1.0,3.156756756756757,3.9194630872483223,4.492307692307693,4.5625,5.782178217821782,1.7126099706744868,1.434889434889435,1.1991786447638602
23,delaunay_n13,7.0,1.0,5.0,8.0,5.0,2.0,9.0,12.0,12.0,0.001046,0.000435,0.000239,0.000245,0.000367,0.000176,0.000765,0.000903,0.001475,0.9999999999999999,2.413559322033898,3.6891191709844557,4.0685714285714285,3.5599999999999996,5.049645390070921,1.48024948024948,1.2275862068965517,0.9258777633289986
24,delaunay_n14,7.0,1.0,5.0,10.0,5.0,2.0,10.0,13.0,13.0,0.001811,0.000781,0.000361,0.000452,0.000449,0.000244,0.001329,0.001597,0.002302,1.0,2.4045977011494255,4.376569037656904,4.269387755102041,2.8501362397820165,5.943181818181818,1.3673202614379087,1.158361018826135,0.7091525423728815
25,delaunay_n15,7.0,1.0,5.0,8.0,5.0,2.0,10.0,13.0,13.0,0.002692,0.001191,0.000552,0.000553,0.000684,0.000355,0.002291,0.003001,0.003886,0.9999999999999999,2.318822023047375,5.016620498614959,4.006637168141593,4.033407572383073,7.422131147540983,1.3626787057938299,1.1340012523481526,0.7867072111207646
26,delaunay_n16,7.0,1.0,5.0,11.0,5.0,2.0,10.0,14.0,14.0,0.005153,0.002447,0.001054,0.001415,0.001267,0.000681,0.003311,0.004224,0.006354,1.0,2.2602854743912677,4.8768115942028984,4.867992766726944,3.935672514619883,7.583098591549296,1.1750327367961588,0.8970343218927023,0.6927431806484817
27,delaunay_n17,8.0,1.0,5.0,10.0,5.0,2.0,11.0,14.0,14.0,0.00977,0.004547,0.001805,0.002306,0.001617,0.001101,0.00679,0.007639,0.01129,1.0,2.1058438904781362,4.888994307400379,3.6416961130742047,4.067087608524073,7.566813509544787,1.5563273935366957,1.219933712121212,0.8109852061693421
28,delaunay_n18,8.0,1.0,5.0,10.0,5.0,2.0,11.0,15.0,15.0,0.014445,0.009725,0.003295,0.00418,0.003421,0.0024,0.011268,0.013937,0.019521,1.0,2.1486694523861884,5.412742382271468,4.236773633998266,6.042053184910328,8.873751135331515,1.4388807069219438,1.278963215080508,0.8653675819309123
29,delaunay_n19,9.0,1.0,5.0,11.0,6.0,2.0,12.0,15.0,15.0,0.026576,0.015984,0.005072,0.007276,0.005362,0.003567,0.026139,0.027371,0.03849,1.0,1.4853470437017997,4.38391502276176,3.4557416267942584,4.2224495761473255,6.01875,1.2819488817891374,1.0364497381071966,0.7399723374827109
30,delaunay_n20,9.0,1.0,5.0,12.0,6.0,2.0,12.0,16.0,16.0,0.062656,0.030228,0.009605,0.01507,0.010351,0.006882,0.058611,0.068409,0.08611,1.0,1.6626626626626624,5.239747634069401,3.6525563496426607,4.956359567325625,7.450518643117465,1.0167183136309728,0.9709546600416499,0.6904650558586645
31,delaunay_n21,9.0,1.0,5.0,12.0,6.0,2.0,13.0,17.0,17.0,0.131158,0.06064,0.026172,0.037616,0.026283,0.013823,0.133971,0.156226,0.180069,1.0,2.0727802037845704,6.523269130661114,4.157664233576642,6.053134962805526,9.104330136588201,1.0690143488423676,0.9159028782762503,0.7276274532574614
32,delaunay_n22,9.0,1.0,5.0,12.0,6.0,2.0,13.0,17.0,17.0,0.337045,0.100056,0.047873,0.078213,0.068986,0.031921,0.298942,0.372243,0.400816,1.0,2.162895778364116,5.011386214274798,3.4867609527860486,4.9902218163832135,9.488388917022354,0.9790029185420724,0.8395401533675572,0.7283763446234499
33,delaunay_n23,10.0,1.0,5.0,12.0,6.0,3.0,13.0,18.0,18.0,0.614619,0.230089,0.112276,0.183906,0.105307,0.077089,0.429199,0.541089,0.697628,1.0,3.3685636043815457,7.040398554508804,4.309321979722041,4.885701446670338,10.558723097647318,1.1274595071953757,0.9054434871844467,0.8408970699772464
34,delaunay_n24,10.0,1.0,5.0,16.0,6.0,3.0,14.0,18.0,18.0,1.36522,0.4791,0.228129,0.50047,0.218336,0.180761,1.49254,1.75247,1.85068,1.0,2.6712228746267748,5.474179700024939,3.342027992561418,5.8364496187337975,7.972849563491549,1.4320140540867992,1.1358926165566108,0.8810125166994444
35,,,,,,,,,,,,,,,,,,,,1.0,2.8495512419119184,5.984421095082169,2.7278757967510545,6.252839659973619,7.552624736530557,0.9146957535476437,0.7790261744851554,0.7376856074523959
