ca-GrQc.txt.pr 6 6 3 6 7 4 5 5 0.002623 0.000765 0.000123 0.000337 0.000192 0.000125 0.000607 0.000859
ca-HepTh.txt.pr 6 6 3 6 8 5 5 5 0.000969 0.000852 0.000166 0.00047 0.000256 0.000212 0.000917 0.001377
as-caida20071105.txt.pr 6 6 3 5 5 4 4 4 0.00142 0.001395 0.000249 0.000634 0.000232 0.000248 0.001712 0.003705
facebook_combined.txt.pr 6 6 3 6 5 4 4 4 0.000841 0.000666 0.000357 0.000958 0.000501 0.000585 0.000682 0.001015
ca-CondMat.txt.pr 6 6 4 6 7 4 5 5 0.001633 0.001551 0.000342 0.000837 0.000397 0.000304 0.001777 0.00309
ca-HepPh.txt.pr 6 6 3 6 6 4 4 4 0.001252 0.001159 0.000345 0.00077 0.000526 0.000428 0.001427 0.00234
ca-AstroPh.txt.pr 6 6 3 6 5 4 4 4 0.001743 0.001531 0.000397 0.000957 0.000359 0.000359 0.001506 0.003176
email-Enron.gr.pr 6 6 3 6 7 4 4 4 0.002167 0.002026 0.000392 0.001443 0.000533 0.000491 0.001519 0.003777
loc-brightkite_edges.txt.pr 6 6 4 6 8 5 4 5 0.003092 0.003036 0.00065 0.001478 0.000669 0.000488 0.002169 0.005265
soc-Epinions1.txt.pr 6 6 4 6 7 4 4 4 0.004378 0.004214 0.000941 0.002046 0.00078 0.000612 0.002145 0.006563
amazon0601.txt.pr 6 6 3 6 5 4 4 4 0.029533 0.028704 0.00463 0.011769 0.004014 0.003564 0.009297 0.019821
com-youtube.ungraph.txt.pr 6 6 3 6 6 5 5 5 0.047497 0.043271 0.008042 0.020525 0.009661 0.009079 0.05679 0.137297
soc-LiveJournal1.txt 5 5 3 5 6 4 4 4 0.981649 0.953199 0.191446 0.530845 0.26813 0.181434 0.370957 0.491888
kmer_V1r.mtx.pr 12 12 4 12 165 7 7 7 23.7342 23.6573 2.22333 8.9897 41.5869 2.42833 3.71644 4.36165
kmer_A2a.mtx.pr 13 13 4 13 288 7 7 7 23.8942 20.7391 2.14356 8.21897 53.0709 2.23351 3.59663 4.1153
uk-2002.mtx.pr 8 8 4 8 20 5 5 5 5.04962 5.13178 0.774933 2.20909 2.41522 0.640555 1.28846 2.38989
uk-2005.mtx.pr 8 8 4 8 13 5 5 5 13.7567 13.4484 2.15943 5.96826 4.90237 1.99689 3.89551 6.31604
delaunay_n10.mtx.pr 7 7 3 7 8 4 4 4 0.000616 0.000563 0.000114 0.000254 0.000148 0.000101 0.000257 0.00031
delaunay_n11.mtx.pr 8 8 3 8 8 4 4 4 0.000694 0.000658 9.2e-05 0.00032 0.000164 0.0001 0.000282 0.000358
delaunay_n12.mtx.pr 8 8 4 8 11 4 4 4 0.000811 0.000767 0.000134 0.000336 0.000266 0.000124 0.000368 0.000456
delaunay_n13.mtx.pr 8 8 4 8 13 4 4 4 0.001199 0.001067 0.000261 0.000509 0.000402 0.000166 0.000443 0.000683
delaunay_n14.mtx.pr 9 9 4 9 17 4 4 4 0.001754 0.001728 0.000249 0.000834 0.00073 0.000231 0.000812 0.00133
delaunay_n15.mtx.pr 10 10 4 10 19 4 4 4 0.003079 0.003156 0.000358 0.001642 0.00123 0.000318 0.001083 0.002429
delaunay_n16.mtx.pr 10 10 4 10 22 4 4 4 0.005416 0.005499 0.000681 0.00285 0.002088 0.000534 0.002044 0.00395
delaunay_n17.mtx.pr 10 10 4 10 32 4 4 4 0.008917 0.009193 0.001291 0.005132 0.005047 0.000962 0.003157 0.007981
delaunay_n18.mtx.pr 11 11 4 11 44 4 4 4 0.013344 0.013568 0.002356 0.009384 0.013613 0.001741 0.005625 0.014574
delaunay_n19.mtx.pr 12 12 4 12 59 4 4 4 0.042421 0.041748 0.004753 0.01665 0.030902 0.003464 0.011415 0.027427
delaunay_n20.mtx.pr 12 12 4 12 79 4 4 4 0.0751 0.072329 0.010272 0.043126 0.089589 0.007006 0.018288 0.056395
delaunay_n21.mtx.pr 12 12 4 12 99 4 4 4 0.196447 0.193368 0.022786 0.143852 0.361651 0.017583 0.03733 0.105822
delaunay_n22.mtx.pr 13 13 4 13 136 4 4 4 0.617005 0.6289 0.050847 0.296366 1.40617 0.039256 0.088444 0.210119
delaunay_n23.mtx.pr 13 13 4 13 192 4 4 4 1.21434 1.12041 0.110413 0.556237 3.80229 0.083381 0.196671 0.449019
delaunay_n24.mtx.pr 14 14 4 14 261 4 4 4 2.53037 2.6009 0.234939 1.54115 11.3361 0.172772 0.371496 0.904681
