ca-GrQc.txt.pr 6 6 3 6 7 4 5 3 0.000723 0.000654 0.000123 0.000315 0.000227 0.000134 0.000636 0.000207
ca-HepTh.txt.pr 6 6 3 6 8 5 5 3 0.000947 0.000849 0.000188 0.000463 0.000268 0.000204 0.000912 0.000333
as-caida20071105.txt.pr 6 6 3 5 5 5 4 3 0.001457 0.001343 0.000234 0.000628 0.00021 0.000263 0.00166 0.000372
facebook_combined.txt.pr 6 6 3 6 5 4 4 3 0.000844 0.000664 0.000422 0.000916 0.00067 0.000438 0.000814 0.000449
ca-CondMat.txt.pr 6 6 3 6 7 4 5 3 0.001696 0.001577 0.000315 0.000837 0.0004 0.000295 0.00172 0.000611
ca-HepPh.txt.pr 6 6 3 6 6 4 4 3 0.001287 0.001126 0.000421 0.000828 0.000537 0.000445 0.00142 0.000635
ca-AstroPh.txt.pr 6 6 3 6 5 4 4 3 0.001668 0.001581 0.000388 0.000977 0.000357 0.000369 0.001557 0.000578
email-Enron.gr.pr 6 6 3 6 7 4 4 3 0.002232 0.0021 0.000397 0.001511 0.000494 0.000385 0.001446 0.000621
loc-brightkite_edges.txt.pr 6 6 3 6 9 5 4 3 0.003218 0.003051 0.000617 0.001484 0.000716 0.000485 0.002222 0.000768
soc-Epinions1.txt.pr 6 6 3 6 7 4 4 3 0.004396 0.004292 0.000848 0.002034 0.000775 0.000619 0.00212 0.001026
amazon0601.txt.pr 6 6 3 6 5 4 4 3 0.031174 0.030082 0.005596 0.014592 0.006013 0.005264 0.010201 0.006621
com-youtube.ungraph.txt.pr 6 6 2 6 7 5 5 3 0.046521 0.042962 0.005873 0.019875 0.011364 0.008874 0.052337 0.010987
soc-LiveJournal1.txt 5 5 2 5 6 4 4 2 0.977289 0.94693 0.124714 0.518091 0.265283 0.178292 0.367558 0.162513
kmer_V1r.mtx.pr 12 12 3 12 162 7 7 3 23.9188 24.1465 2.00525 9.18496 37.7325 2.49533 4.01365 3.15248
kmer_A2a.mtx.pr 13 13 3 13 292 7 7 3 23.7271 20.664 1.96113 8.28108 53.1073 2.18968 3.6501 2.90006
uk-2002.mtx.pr 8 8 3 8 20 5 5 3 5.35267 5.31463 0.627089 2.3843 2.44434 0.647671 1.29907 0.776898
uk-2005.mtx.pr 8 8 3 8 13 5 5 3 13.5016 13.2515 1.52722 5.9496 4.86659 1.99046 3.88286 2.10954
delaunay_n10.mtx.pr 7 7 3 7 7 4 4 3 0.000499 0.000447 9.7e-05 0.000287 0.000121 9.2e-05 0.000278 0.000188
delaunay_n11.mtx.pr 8 8 3 8 9 4 4 3 0.000623 0.000542 8.6e-05 0.000246 0.000155 9e-05 0.000288 0.000177
delaunay_n12.mtx.pr 8 8 3 8 10 4 4 3 0.000792 0.000688 0.000105 0.000327 0.000229 0.000112 0.00035 0.000211
delaunay_n13.mtx.pr 8 8 3 8 12 4 4 3 0.001171 0.001026 0.000143 0.00047 0.000392 0.000155 0.000491 0.000271
delaunay_n14.mtx.pr 9 9 3 9 16 4 4 3 0.001722 0.00165 0.000225 0.000822 0.000666 0.000214 0.000675 0.000378
delaunay_n15.mtx.pr 10 10 3 10 19 4 4 3 0.002982 0.002928 0.000337 0.001642 0.00131 0.000341 0.001015 0.000668
delaunay_n16.mtx.pr 10 10 3 10 23 4 4 3 0.005555 0.005884 0.000607 0.003064 0.002155 0.000519 0.001969 0.000981
delaunay_n17.mtx.pr 10 10 3 10 32 4 4 3 0.008772 0.008772 0.001184 0.005203 0.004987 0.000946 0.003372 0.002248
delaunay_n18.mtx.pr 11 11 3 11 44 4 4 3 0.01242 0.013026 0.002128 0.009058 0.012236 0.001987 0.005557 0.003955
delaunay_n19.mtx.pr 12 12 3 12 59 4 4 3 0.038493 0.038425 0.003568 0.018247 0.028868 0.003211 0.011173 0.007863
delaunay_n20.mtx.pr 12 12 3 12 79 4 4 3 0.08079 0.076508 0.009171 0.0447 0.085896 0.007447 0.020812 0.016615
delaunay_n21.mtx.pr 12 12 3 12 99 4 4 3 0.1863 0.183605 0.017182 0.129248 0.362838 0.013824 0.03373 0.02223
delaunay_n22.mtx.pr 13 13 3 13 135 4 4 3 0.561764 0.567648 0.035052 0.285742 1.25619 0.036598 0.083023 0.05852
delaunay_n23.mtx.pr 13 13 3 13 189 4 4 3 1.16329 1.13082 0.083345 0.591023 3.77621 0.083676 0.184393 0.127595
delaunay_n24.mtx.pr 14 14 3 14 258 4 4 3 3.20808 3.29473 0.195429 1.38172 14.0548 0.180596 0.409348 0.285154
