,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,2,3,4
0,,5.0,1.0,6.0,5.0,3.0,5.0,3.0,4.0,7.0,9.0,0.0009436,0.0005572,0.0003812,0.000232,0.000371,0.000261,0.0001832,0.0002056,0.0005212,0.000702,,,,
1,,6.0,1.0,6.0,5.0,4.0,5.0,3.0,4.0,7.0,9.0,0.001052,0.000567,0.0002848,0.0003344,0.0003154,0.0003242,0.0002604,0.000283,0.0008154,0.001495,1.0,34482.75862068965,49126.637554585155,43774.31906614786
2,,6.0,1.0,5.0,5.0,3.0,5.0,2.0,4.0,7.0,9.0,0.002119,0.0013172,0.000375,0.0005972,0.0004214,0.0004776,0.0003678,0.0004326,0.0017102,0.0030494,1.0,27760.64157927205,34562.21198156683,31802.120141342755
3,,5.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,8.0,0.001791,0.0010274,0.0002782,0.0004736,0.000474,0.0003502,0.0003516,0.0002686,0.001407,0.0023476,1.0,18844.22110552764,24469.820554649268,20804.438280166436
4,,5.0,1.0,4.0,4.0,3.0,5.0,2.0,4.0,7.0,9.0,0.0013922,0.0011172,0.0004428,0.0006712,0.0005758,0.0005572,0.0004578,0.0005148,0.0019448,0.0028678,1.0,22844.08909194746,22753.12855517634,29784.06552494415
5,,4.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,7.0,0.0021768,0.000806,0.0004526,0.0007816,0.0008374,0.0004682,0.0005178,0.0004932,0.0011428,0.0028694,1.0,16152.18951902369,19659.239842726078,17482.51748251748
6,,5.0,1.0,4.0,4.0,3.0,5.0,2.0,4.0,7.0,9.0,0.001956,0.0010254,0.0004598,0.0008616,0.0006148,0.0007992,0.0004772,0.000526,0.0017158,0.0033566,1.0,14950.875694147799,13518.733101583624,14193.025141930253
7,,6.0,1.0,5.0,5.0,3.0,5.0,2.0,4.0,6.0,8.0,0.0040194,0.0015888,0.0006256,0.0010096,0.0009604,0.0007584,0.0005988,0.0006176,0.0015364,0.0026796,1.0,11261.261261261261,18860.016764459346,17110.266159695817
8,,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,6.0,0.005206,0.0025038,0.00085,0.0009606,0.0014466,0.0009634,0.0011106,0.00085,0.0025366,0.0047664,1.0,10548.523206751055,13360.05344021376,12953.367875647667
9,,6.0,1.0,7.0,5.0,4.0,5.0,3.0,5.0,7.0,9.0,0.0129828,0.0113714,0.0024662,0.0025122,0.0031704,0.0025928,0.0025182,0.0028208,0.0073836,0.0161934,1.0,6227.942702927133,5402.485143165856,7058.823529411765
10,,6.0,1.0,6.0,5.0,3.0,5.0,2.0,4.0,6.0,8.0,0.0616492,0.0213726,0.015298,0.0154278,0.0159348,0.0191442,0.0125038,0.0144452,0.0378536,0.0547754,1.0,3471.1508793582225,3573.9814152966405,3190.5842314237093
11,,5.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,6.0,9.0,0.0404884,0.0153544,0.0086374,0.0089576,0.0140388,0.009647,0.0111596,0.01097,0.036604,0.0587526,1.0,417.88113371151576,639.805499128265,553.817184947249
12,,4.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,7.0,0.125264,0.0265852,0.0321702,0.0429344,0.056148,0.037586,0.0428786,0.0453368,0.145601,0.201907,1.0,932.9325178812066,806.4805190150184,820.419325432999
13,,4.0,1.0,9.0,5.0,3.0,5.0,2.0,5.0,7.0,9.0,0.216923,0.0561276,0.117392,0.082469,0.0843562,0.11347,0.069139,0.116929,0.350564,0.464472,1.0,186.23955728196668,163.2515986995844,154.39995765029732
14,,17.0,1.0,3163.0,10.0,5.0,7.0,4.0,3.0,16.0,23.0,2.67266,0.21671,34.2398,0.258484,0.139144,0.140919,0.14005,0.123995,0.762292,1.2312,1.0,79.31611879792015,130.17255094809008,76.96978508325564
15,,4.0,1.0,5.0,4.0,3.0,5.0,3.0,4.0,6.0,8.0,1.13831,0.536704,0.281083,0.252012,0.341224,0.440099,0.37942,0.317136,0.69643,0.95214,1.0,163.2143287988135,164.22706176365583,185.49135045767974
16,,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,7.0,0.987038,0.301192,0.339305,0.558421,0.424974,0.506099,0.422134,0.351454,1.57578,1.60094,1.0,18.17772819297476,21.084813662959256,25.225770647293277
17,,14.0,1.0,252.0,10.0,6.0,7.0,4.0,3.0,13.0,17.0,23.1091,2.35023,47.6339,3.09285,3.02413,2.58903,2.37265,1.86671,9.61532,12.5389,1.0,13.831285973692895,16.582412219816458,19.917258019541674
18,,17.0,1.0,148.0,10.0,6.0,5.0,3.0,3.0,13.0,16.0,25.1994,3.13127,23.94,3.46273,2.28314,2.03227,1.90527,1.59623,10.1344,13.8532,1.0,6.5661657068477375,7.164984300254989,9.106931446234283
19,,13.0,1.0,16.0,8.0,4.0,5.0,3.0,5.0,9.0,11.0,6.71406,0.506562,1.54726,0.830549,0.999698,0.744941,0.549406,0.74612,2.79045,3.48677,1.0,7.872969634940239,8.39775989754733,10.023618150266566
20,,5.0,1.0,5.0,4.0,3.0,3.0,2.0,4.0,7.0,10.0,0.0003962,0.000126,9.12e-05,8.5e-05,0.0001154,8.76e-05,9.96e-05,8.22e-05,0.0002364,0.0003268,1.0,14.766270080449326,20.02162335322148,14.742936793009166
21,,6.0,1.0,7.0,5.0,3.0,3.0,2.0,4.0,8.0,10.0,0.0004828,0.0001304,0.0001166,0.0001122,0.0001078,0.0001062,8.58e-05,9.54e-05,0.0003282,0.0004414,1.0,114155.25114155251,100401.6064257028,121654.501216545
22,,6.0,1.0,7.0,5.0,3.0,5.0,2.0,4.0,8.0,11.0,0.0006066,0.0002342,0.0001504,0.0001652,0.0001296,0.000147,0.000101,0.0001228,0.0004672,0.000686,1.0,94161.95856873822,116550.11655011654,104821.80293501048
23,,7.0,1.0,8.0,5.0,3.0,5.0,2.0,4.0,9.0,12.0,0.0009468,0.0003726,0.0002316,0.0002556,0.0001716,0.000203,0.0001348,0.000178,0.000813,0.001132,1.0,74829.93197278911,108910.89108910892,89576.54723127035
24,,7.0,1.0,10.0,5.0,3.0,5.0,2.0,5.0,9.0,13.0,0.002622,0.000715,0.0004246,0.000385,0.0002332,0.0002758,0.000209,0.0003168,0.0011514,0.0018534,1.0,59113.30049261084,89020.77151335312,67415.73033707865
25,,7.0,1.0,8.0,5.0,3.0,5.0,2.0,4.0,10.0,13.0,0.0042316,0.0012016,0.0004804,0.0006244,0.0003494,0.0004276,0.0002864,0.000424,0.0020358,0.0032244,1.0,47135.605511240035,62200.95693779904,41035.35353535353
26,,7.0,1.0,11.0,5.0,3.0,5.0,2.0,5.0,10.0,14.0,0.004778,0.0022818,0.0011684,0.001084,0.000619,0.000648,0.0005116,0.0007906,0.0025268,0.0053848,1.0,30402.2450888681,45391.06145251396,30660.377358490565
27,,8.0,1.0,9.0,5.0,3.0,5.0,2.0,5.0,11.0,14.0,0.0085244,0.0042754,0.001503,0.001125,0.0009014,0.0011294,0.000749,0.0013148,0.0051326,0.0079732,1.0,21604.938271604937,27365.12900703675,17708.069820389577
28,,8.0,1.0,12.0,6.0,3.0,5.0,2.0,5.0,11.0,15.0,0.0115976,0.0081538,0.002996,0.002149,0.0016546,0.0019656,0.0013832,0.0023172,0.00771,0.0158762,1.0,12395.96245794227,18691.58878504673,10648.007301490721
29,,9.0,1.0,11.0,6.0,3.0,5.0,2.0,5.0,12.0,15.0,0.0225842,0.0125818,0.0052066,0.004392,0.002848,0.0032294,0.0023758,0.0042982,0.0208484,0.033567,1.0,7631.257631257631,10844.41873915558,6473.329880890729
30,,9.0,1.0,12.0,6.0,3.0,5.0,2.0,5.0,12.0,16.0,0.0492214,0.0283762,0.0130352,0.0100158,0.007148,0.0077544,0.0057332,0.0093326,0.057364,0.0803486,1.0,4644.8256642100705,6313.6627662261135,3489.8329533293004
31,,9.0,1.0,12.0,6.0,3.0,5.0,2.0,5.0,13.0,17.0,0.112694,0.0592942,0.033617,0.0281194,0.014021,0.0179372,0.0117288,0.020373,0.159515,0.202359,1.0,2063.344681729083,2790.7625758738577,1714.4204187471873
32,,9.0,1.0,12.0,6.0,3.0,5.0,2.0,5.0,13.0,17.0,0.315789,0.092679,0.106955,0.0634166,0.0445358,0.05889,0.0349194,0.0647524,0.276029,0.380118,1.0,947.7510425261468,1449.4236409521861,834.4377362195062
33,,10.0,1.0,12.0,6.0,3.0,5.0,3.0,3.0,14.0,18.0,0.542481,0.221194,0.234592,0.109311,0.0649038,0.134666,0.0710296,0.108428,0.702457,0.817456,1.0,288.6737986075735,486.83539808816874,262.5385313903423
34,,10.0,1.0,16.0,6.0,3.0,5.0,3.0,3.0,14.0,18.0,1.88047,0.462134,0.604681,0.204879,0.193778,0.258469,0.190048,0.216086,0.959162,1.35676,1.0,133.66402803974276,253.41547749107414,166.00878001992103
35,,,,,,,,,,,,,,,,,,,,,,1.0,69.64084667793817,94.71291463209295,83.30016752589246
