ca-GrQc,1,1,1,0.833333333,1,1,1,1,1,0.80733945,1.802325581,1.196774194,1.111111111,1.14028777,1.22972973,1.757071547,2.418772563,2.283564815
ca-HepTh,1,1,1,1,1,1,1,1,1,1.057277628,1.725352113,1.796344648,1.699468085,1.658892128,1.717314488,2.055690073,2.858617951,2.952931462
ca-CondMat,1,1,1,1,1,1,1,1,1,2.199141631,1.785876993,3.456603774,3.376811594,3.173819742,3.464646465,3.861815754,4.271604938,0.63392276
as-caida,1,1,1,1,1,1,1,1,1,2.270541082,2.14676259,3.484210526,3.052980132,1.044458359,3.330900243,2.829787234,3.56674633,3.713495575
ca-HepPh,1,1,1.666666667,1,1,1,1,1,1,1.705833333,1.619519095,3.903153153,2.361570248,2.429553265,2.668699187,2.167222686,3.416992188,2.660588378
email-Enron,1,1,1,0.75,1,1,1,1,1,2.704880295,2.497560976,3.662835249,2.884210526,3.99391172,3.942959002,1.754736842,4.115081967,4.250594228
ca-AstroPh,1,1,1,1.25,1,1,0.857142857,1,1,3.728277248,2.754946728,0.671801242,4.445754717,3.676609105,3.761627907,4.097757332,3.928758741,6.466833991
loc-Brightkite,1,1,1,1,1,1,1,1,1,3.088656789,2.084022039,3.894472362,3.811011905,4.227326266,4.092541436,5.179559571,6.196642686,6.251905752
soc-Epinions1,1,1,1,0.666666667,0.666666667,0.5,0.8,1,1,4.185034934,2.824029771,4.931780366,3.525842697,4.035667107,3.393962848,3.444417417,4.676829268,6.532903226
com-DBLP,1,1,1,0.777777778,0.75,0.666666667,1,1,1,13.26102699,4.119903352,8.747530187,8.60058651,8.249102458,7.880413704,9.118942325,7.369522635,13.05937136
com-Youtube,1,1,1,0.833333333,1,1,1,1,1,8.760817703,4.239825184,10.71088861,8.588385752,11.66551499,11.44035264,5.3220258,8.011404504,8.271081581
amazon0601,1,1,1,0.75,1,1,0.833333333,1,1,12.27206412,6.331777518,14.39911123,8.811116065,14.37117235,13.50784632,5.334076706,10.22734043,10.10026793
higgs-twitter,1,1,1,1,1,1,1,1,1,14.35473678,12.2546256,11.82945954,8.997936904,13.45092597,12.92180812,5.428837239,9.40525098,9.484780165
wikipedia-20051105,1,1,1,1,1,1,1,1,1,14.18037901,12.36027245,12.95600805,11.24477432,14.59469908,14.10944611,6.890375302,10.00573154,10.08753599
road_usa,1,1,0.714285714,0.996840442,1,0.75,1,1,1,5.062671236,10.50321426,7.754107753,6.135807668,9.148957354,8.991867597,9.720693136,11.33341848,11.33444985
