,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,2,3,4
0,,5.0,1.0,6.0,5.0,3.0,5.0,2.0,4.0,7.0,9.0,0.0009182,0.0005428,0.0003622,0.0002484,0.0003846,0.0002624,0.0001778,0.0002104,0.0005232,0.0007274,,,,
1,,6.0,1.0,6.0,5.0,3.0,5.0,3.0,4.0,7.0,9.0,0.0010594,0.000549,0.000293,0.0003204,0.0002828,0.0003102,0.0002372,0.0002626,0.0008354,0.0012996,1.0,34298.780487804885,50618.67266591676,42775.66539923955
2,,6.0,1.0,6.0,5.0,3.0,5.0,2.0,4.0,7.0,9.0,0.002081,0.001322,0.000382,0.0006026,0.0004374,0.0004582,0.0003464,0.0003934,0.0017694,0.0030536,1.0,29013.53965183752,37942.66441821249,34272.65803503427
3,,5.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,8.0,0.0017724,0.0009592,0.0002924,0.0004752,0.0004484,0.000346,0.000368,0.000284,0.0014168,0.0022954,1.0,19642.07769532955,25981.524249422633,22877.478393492627
4,,5.0,1.0,4.0,5.0,3.0,5.0,2.0,4.0,7.0,9.0,0.0013326,0.0010938,0.0004314,0.0006746,0.0005476,0.000558,0.0004584,0.000523,0.0019584,0.0029152,1.0,23121.387283236993,21739.130434782608,28169.014084507042
5,,4.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,7.0,0.002135,0.0008406,0.000468,0.0007976,0.0008052,0.0005176,0.0005462,0.0005488,0.0011562,0.002927,1.0,16129.032258064517,19633.507853403145,17208.413001912046
6,,5.0,1.0,4.0,4.0,3.0,5.0,2.0,4.0,7.0,9.0,0.0020724,0.0010228,0.0004484,0.0008568,0.0005788,0.0006402,0.000477,0.0005264,0.00168,0.0032226,1.0,13523.956723338486,12815.818381545221,12755.102040816328
7,,6.0,1.0,5.0,5.0,3.0,5.0,2.0,4.0,7.0,8.0,0.0040386,0.0015828,0.0006352,0.0009964,0.000757,0.0008134,0.0006128,0.0006274,0.0016036,0.0028642,1.0,14058.106841611998,18867.924528301886,17097.26443768997
8,,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,6.0,0.0052402,0.0024866,0.0008548,0.000913,0.0014174,0.00097,0.001116,0.000755,0.0026334,0.0045012,1.0,9835.259404966806,13054.830287206265,12751.036021676762
9,,6.0,1.0,7.0,5.0,4.0,5.0,3.0,5.0,7.0,9.0,0.0132066,0.0105814,0.002291,0.0022944,0.0030372,0.0023752,0.0022994,0.0026258,0.0075674,0.0170678,1.0,6185.567010309278,5376.344086021505,7947.019867549669
10,,6.0,1.0,6.0,5.0,3.0,5.0,2.0,4.0,7.0,8.0,0.0636704,0.0212132,0.014242,0.0154454,0.0153192,0.012705,0.0087582,0.0098144,0.0501016,0.0755108,1.0,3789.1545975075783,3914.0645385752805,3427.526848960317
11,,5.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,6.0,9.0,0.0411834,0.014729,0.0075294,0.0092754,0.0136014,0.0089822,0.0105882,0.0103836,0.0393558,0.068954,1.0,629.6733569460843,913.4297001667009,815.1287903488752
12,,4.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,7.0,0.15368,0.029703,0.048222,0.0469372,0.0697194,0.0512308,0.0542822,0.0631384,0.145313,0.309642,1.0,1001.9816971343325,850.0028333427778,866.751415693979
13,,4.0,1.0,9.0,5.0,3.0,5.0,2.0,5.0,7.0,9.0,0.233081,0.0577548,0.165947,0.0857154,0.0946386,0.142496,0.0718158,0.143449,0.433949,0.349956,1.0,136.6365545726399,128.95571660691718,110.86755445180746
14,,17.0,1.0,3164.0,10.0,5.0,5.0,4.0,3.0,16.0,23.0,2.70917,0.197665,29.0498,0.238726,0.147289,0.156025,0.140056,0.132012,0.801374,1.21823,1.0,63.15966763979339,125.32061189877436,62.740067898695706
15,,4.0,1.0,5.0,5.0,3.0,5.0,3.0,4.0,6.0,8.0,1.23666,0.466176,0.314069,0.277879,0.368166,0.481928,0.404381,0.341161,0.683387,0.930362,1.0,147.41227367409067,164.2200262752042,174.2265854619277
